Identifiant du message;Date et heure de la publication;Date de début;Date de fin prévisionnelle;Type d'indisponibilité;Filière de production;Type d'évènement;Nom du groupe ou de la centrale de production;Code EIC du groupe ou de la centrale de production;Société;Code EIC de la société;Capacité installée;Capacité disponible;Capacité indisponible;Cause de l'arrêt;Remarques;Statut;Unité de mesure;Code localisation
04424_20130724T1848260000_001;24/07/2013 18:48;24/07/2013 18:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 4;17W100P100P0015W;EDF;17X100A100R00182;250;0;250;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20130724T2002240000_001;24/07/2013 20:02;24/07/2013 19:30;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;PALUEL 4;17W100P100P0142P;EDF;17X100A100R00182;1330;170;1160;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0007V2407130029_001;24/07/2013 00:31;24/07/2013 00:29;;Indisponibilité fortuite;Charbon;Indisponibilité de production;LUCY 3;17W100P100P0007V;GAZEL ENERGIE;17X100A100R0056V;245;0;245;Non encore déterminée;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2407130031_002;24/07/2013 00:32;24/07/2013 00:31;24/07/2013 23:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2407130031_001;24/07/2013 00:32;24/07/2013 00:31;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
DK6-120130724091100000000_002;24/07/2013 11:37;24/07/2013 11:11;24/07/2013 12:23;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 1;17W100P100P01695;ENGIE;17X100A100F0054X;400;166;234;Approvisionnement - Manutention du combustible;-;Active;MW;10YFR-RTE------C
DK6-120130724091100000000_001;24/07/2013 11:37;24/07/2013 11:11;24/07/2013 13:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;DK6 1;17W100P100P01695;ENGIE;17X100A100F0054X;400;166;234;Approvisionnement - Manutention du combustible;-;Inactive;MW;10YFR-RTE------C
04424_1374707522054-10100_003;25/07/2013 01:13;25/07/2013 01:09;25/07/2013 01:58;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1374707522054-10100_002;25/07/2013 01:13;25/07/2013 01:09;25/07/2013 01:58;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374707522054-10100_001;25/07/2013 01:13;25/07/2013 01:09;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130725T0522180000_003;25/07/2013 05:22;25/07/2013 05:00;25/07/2013 05:40;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;0;580;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_20130725T0522180000_002;25/07/2013 05:22;25/07/2013 05:00;25/07/2013 05:40;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;0;580;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_20130725T0522180000_001;25/07/2013 05:22;25/07/2013 05:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;0;580;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_1374798803359-10100_003;26/07/2013 02:35;26/07/2013 02:33;26/07/2013 03:16;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1374798803359-10100_002;26/07/2013 02:35;26/07/2013 02:33;26/07/2013 03:16;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_1374798803359-10100_001;26/07/2013 02:35;26/07/2013 02:33;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;GRAND MAISON 8;17W100P100P0068B;EDF;17X100A100R00182;152;0;152;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R2607130330_001;26/07/2013 04:44;26/07/2013 03:30;26/07/2013 05:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2607131137_002;26/07/2013 11:53;26/07/2013 11:37;26/07/2013 16:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;400;195;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2607131137_001;26/07/2013 11:53;26/07/2013 11:37;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;400;195;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
7W100P100P0009R2607132155_002;26/07/2013 22:10;26/07/2013 21:55;27/07/2013 00:06;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;595;0;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2607132155_001;26/07/2013 22:10;26/07/2013 21:55;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;350;245;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374903092781-20300_003;27/07/2013 07:33;27/07/2013 07:31;02/08/2013 18:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_1374903092781-20300_002;27/07/2013 07:33;27/07/2013 07:31;27/07/2013 17:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1374903092781-20300_001;27/07/2013 07:33;27/07/2013 07:31;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;REVIN 1;17W100P100P0076C;EDF;17X100A100R00182;202;0;202;;-;Inactive;MW;10YFR-RTE------C
04424_1374921359796-21500_004;27/07/2013 12:44;27/07/2013 12:25;27/07/2013 13:47;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1374921359796-21500_003;27/07/2013 12:44;27/07/2013 12:25;27/07/2013 13:47;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374921359796-21500_002;27/07/2013 12:44;27/07/2013 12:25;27/07/2013 13:47;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1374921359796-21500_001;27/07/2013 12:44;27/07/2013 12:25;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130727T1009230000_003;27/07/2013 10:09;27/07/2013 16:00;27/07/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BELLEVILLE 1;17W100P100P0090I;EDF;17X100A100R00182;1310;400;910;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130727T1009230000_002;27/07/2013 10:09;27/07/2013 16:00;27/07/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BELLEVILLE 1;17W100P100P0090I;EDF;17X100A100R00182;1310;400;910;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130727T1009230000_001;27/07/2013 10:09;27/07/2013 16:00;27/07/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BELLEVILLE 1;17W100P100P0090I;EDF;17X100A100R00182;1310;400;910;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130728T0436060000_002;28/07/2013 04:36;28/07/2013 04:25;30/07/2013 17:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;GENNEVILLIERS 1;17W100P100P0037M;EDF;17X100A100R00182;203;0;203;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_20130728T0436060000_001;28/07/2013 04:36;28/07/2013 04:25;30/07/2013 17:00;Indisponibilité fortuite;Gaz;Indisponibilité de production;GENNEVILLIERS 1;17W100P100P0037M;EDF;17X100A100R00182;203;0;203;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130728T2126550000_002;28/07/2013 21:26;28/07/2013 21:20;01/08/2013 00:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 6;17W100P100P0136K;EDF;17X100A100R00182;910;0;910;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130728T2126550000_001;28/07/2013 21:26;28/07/2013 21:20;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 6;17W100P100P0136K;EDF;17X100A100R00182;910;0;910;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
7W100P100P000322807131344_001;28/07/2013 13:47;28/07/2013 13:44;31/07/2013 00:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 5;17W100P100P00032;GAZEL ENERGIE;17X100A100R0056V;285;0;285;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130729T0457140000_002;29/07/2013 04:57;29/07/2013 04:50;29/07/2013 13:10;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BUGEY 2;17W100P100P00966;EDF;17X100A100R00182;910;0;910;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Active;MW;10YFR-RTE------C
04424_20130729T0457140000_001;29/07/2013 04:57;29/07/2013 04:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BUGEY 2;17W100P100P00966;EDF;17X100A100R00182;910;0;910;Alternateurs - Transformateurs - Liaison électrique de puissance;-;Inactive;MW;10YFR-RTE------C
04424_20130729T1057400000_002;29/07/2013 10:57;29/07/2013 10:50;29/07/2013 20:54;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
04424_20130729T1057400000_001;29/07/2013 10:57;29/07/2013 10:50;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GOLFECH 2;17W100P100P0129H;EDF;17X100A100R00182;1310;0;1310;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Inactive;MW;10YFR-RTE------C
04424_20130729T1708340000_002;29/07/2013 17:37;29/07/2013 17:03;29/07/2013 17:30;Indisponibilité fortuite;Fioul;Indisponibilité de production;VAIRES 1;17W100P100P0046L;EDF;17X100A100R00182;181;0;181;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_20130729T1708340000_001;29/07/2013 17:08;29/07/2013 17:03;29/07/2013 19:00;Indisponibilité fortuite;Fioul;Indisponibilité de production;VAIRES 1;17W100P100P0046L;EDF;17X100A100R00182;181;0;181;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_20130729T2317320000_001;29/07/2013 23:17;29/07/2013 23:16;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;BUGEY 2;17W100P100P00966;EDF;17X100A100R00182;910;0;910;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2907130700_001;29/07/2013 07:02;29/07/2013 07:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;200;395;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
7W100P100P0009R2907130946_001;29/07/2013 09:47;29/07/2013 09:46;;Indisponibilité fortuite;Charbon;Indisponibilité de production;PROVENCE 5;17W100P100P0009R;GAZEL ENERGIE;17X100A100R0056V;595;0;595;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_1375138582909-16400_003;30/07/2013 01:02;30/07/2013 00:35;30/07/2013 02:01;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 1;17W100P100P0071M;EDF;17X100A100R00182;227;0;227;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1375138582909-16400_002;30/07/2013 01:02;30/07/2013 00:35;30/07/2013 02:01;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 1;17W100P100P0071M;EDF;17X100A100R00182;227;0;227;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_1375138582909-16400_001;30/07/2013 01:02;30/07/2013 00:35;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;MONTEZIC 1;17W100P100P0071M;EDF;17X100A100R00182;227;0;227;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1375211410503-21500_003;30/07/2013 21:11;30/07/2013 21:09;30/07/2013 21:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Contrôles - Commandes;-;Active;MW;10YFR-RTE------C
04424_1375211410503-21500_002;30/07/2013 21:11;30/07/2013 21:09;30/07/2013 21:45;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_1375211410503-21500_001;30/07/2013 21:11;30/07/2013 21:09;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Contrôles - Commandes;-;Inactive;MW;10YFR-RTE------C
04424_20130730T0046060000_001;30/07/2013 00:46;30/07/2013 03:00;30/07/2013 18:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;CATTENOM 3;17W100P100P0104X;EDF;17X100A100R00182;1300;900;400;Pour le thermique : Turbine - Poste d'eau - Condensation;-;Active;MW;10YFR-RTE------C
7W100P100P000243007130710_001;30/07/2013 08:13;30/07/2013 07:10;;Indisponibilité fortuite;Charbon;Indisponibilité de production;EMILE HUCHET 4;17W100P100P00024;GAZEL ENERGIE;17X100A100R0056V;115;0;115;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1375252424386-21500_002;31/07/2013 08:35;31/07/2013 08:26;01/08/2013 17:00;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Active;MW;10YFR-RTE------C
04424_1375252424386-21500_001;31/07/2013 08:35;31/07/2013 08:26;;Indisponibilité fortuite;Hydraulique STEP;Indisponibilité de production;SUPER BISSORTE 5;17W100P100P00869;EDF;17X100A100R00182;162;0;162;Pour l'hydraulique : Turbine ? Vanne de pied ? Pivoterie;-;Inactive;MW;10YFR-RTE------C
04424_20130731T0021240000_002;31/07/2013 00:21;31/07/2013 00:10;31/07/2013 15:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;FESSENHEIM 1;17W100P100P0124R;EDF;17X100A100R00182;880;0;880;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130731T0021240000_001;31/07/2013 00:21;31/07/2013 00:10;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;FESSENHEIM 1;17W100P100P0124R;EDF;17X100A100R00182;880;0;880;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130731T0940510000_002;31/07/2013 09:40;01/08/2013 23:00;05/08/2013 05:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;0;580;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_20130731T0940510000_001;31/07/2013 09:40;31/07/2013 23:00;05/08/2013 07:00;Indisponibilité fortuite;Charbon;Indisponibilité de production;HAVRE 4;17W100P100P0023X;EDF;17X100A100R00182;580;0;580;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_20130731T0954350000_002;31/07/2013 09:54;31/07/2013 09:00;31/07/2013 10:30;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 4;17W100P100P0015W;EDF;17X100A100R00182;250;80;170;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130731T0954350000_001;31/07/2013 09:54;31/07/2013 09:00;;Indisponibilité fortuite;Charbon;Indisponibilité de production;BLENOD 4;17W100P100P0015W;EDF;17X100A100R00182;250;80;170;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130801T0724040000_002;01/08/2013 07:24;01/08/2013 06:45;01/08/2013 08:50;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;250;330;Auxiliaires;-;Active;MW;10YFR-RTE------C
04424_20130801T0724040000_001;01/08/2013 07:24;01/08/2013 06:45;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 4;17W100P100P0017S;EDF;17X100A100R00182;580;250;330;Auxiliaires;-;Inactive;MW;10YFR-RTE------C
04424_20130801T1409320000_002;01/08/2013 14:09;01/08/2013 14:08;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;367;213;Non encore déterminée;-;Active;MW;10YFR-RTE------C
04424_20130801T1409320000_001;01/08/2013 14:09;01/08/2013 14:08;;Indisponibilité fortuite;Charbon;Indisponibilité de production;CORDEMAIS 5;17W100P100P0018Q;EDF;17X100A100R00182;580;300;280;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_20130801T2005470000_003;01/08/2013 20:05;01/08/2013 20:05;01/08/2013 22:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;FESSENHEIM 1;17W100P100P0124R;EDF;17X100A100R00182;880;748;132;Chaudière - Réacteur - Génération de vapeur;-;Active;MW;10YFR-RTE------C
04424_20130801T2005470000_002;01/08/2013 20:05;01/08/2013 20:05;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;FESSENHEIM 1;17W100P100P0124R;EDF;17X100A100R00182;880;748;132;Chaudière - Réacteur - Génération de vapeur;-;Inactive;MW;10YFR-RTE------C
04424_20130801T2005470000_001;01/08/2013 20:05;01/08/2013 20:05;;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;FESSENHEIM 1;17W100P100P0124R;EDF;17X100A100R00182;880;748;132;Non encore déterminée;-;Inactive;MW;10YFR-RTE------C
04424_1375422126853-24200_003;02/08/2013 07:44;02/08/2013 07:41;02/08/2013 08:15;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;SISTERON 2;17W100P100P0081J;EDF;17X100A100R00182;126;0;126;Divers;-;Active;MW;10YFR-RTE------C
04424_1375422126853-24200_002;02/08/2013 07:44;02/08/2013 07:41;02/08/2013 08:15;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;SISTERON 2;17W100P100P0081J;EDF;17X100A100R00182;126;0;126;Divers;-;Inactive;MW;10YFR-RTE------C
04424_1375422126853-24200_001;02/08/2013 07:44;02/08/2013 07:41;;Indisponibilité fortuite;Hydraulique lacs;Indisponibilité de production;SISTERON 2;17W100P100P0081J;EDF;17X100A100R00182;126;0;126;Divers;-;Inactive;MW;10YFR-RTE------C
04424_20130802T1054510000_002;02/08/2013 10:54;02/08/2013 10:30;02/08/2013 19:00;Indisponibilité fortuite;Nucléaire;Indisponibilité de production;GRAVELINES 4;17W100P100P0133Q;EDF;17X100A100R00182;910;230;680;Divers;-;Active;MW;10YFR-RTE------C
